model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
openai/gpt-5.3-chat,42,6,2,2,2,Agreeableness,+
openai/gpt-5.3-chat,42,7,1,1,1,Agreeableness,+
openai/gpt-5.3-chat,42,8,1,1,1,Agreeableness,+
openai/gpt-5.3-chat,42,9,1,1,1,Agreeableness,+
openai/gpt-5.3-chat,42,10,1,1,1,Agreeableness,+
openai/gpt-5.3-chat,43,1,2,2,2,Conscientiousness,+
openai/gpt-5.3-chat,43,2,4,4,4,Conscientiousness,+
openai/gpt-5.3-chat,43,3,2,2,2,Conscientiousness,+
openai/gpt-5.3-chat,43,4,4,4,4,Conscientiousness,+
openai/gpt-5.3-chat,43,5,1,1,1,Conscientiousness,+
openai/gpt-5.3-chat,43,6,3,3,3,Conscientiousness,+
openai/gpt-5.3-chat,43,7,2,2,2,Conscientiousness,+
openai/gpt-5.3-chat,43,8,4,4,4,Conscientiousness,+
openai/gpt-5.3-chat,43,9,4,4,4,Conscientiousness,+
openai/gpt-5.3-chat,43,10,4,4,4,Conscientiousness,+
openai/gpt-5.3-chat,44,1,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,2,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,3,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,4,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,5,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,6,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,7,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,8,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,9,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,44,10,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,45,1,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,45,2,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,45,3,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,45,4,4,4,4,Intellect/Openness,+
openai/gpt-5.3-chat,45,5,4,4,4,Intellect/Openness,+
openai/gpt-5.3-chat,45,6,4,4,4,Intellect/Openness,+
openai/gpt-5.3-chat,45,7,4,4,4,Intellect/Openness,+
openai/gpt-5.3-chat,45,8,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,45,9,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,45,10,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,46,1,2,2,4,Extraversion,-
openai/gpt-5.3-chat,46,2,1,1,5,Extraversion,-
openai/gpt-5.3-chat,46,3,1,1,5,Extraversion,-
openai/gpt-5.3-chat,46,4,2,2,4,Extraversion,-
openai/gpt-5.3-chat,46,5,1,1,5,Extraversion,-
openai/gpt-5.3-chat,46,6,2,2,4,Extraversion,-
openai/gpt-5.3-chat,46,7,2,2,4,Extraversion,-
openai/gpt-5.3-chat,46,8,2,2,4,Extraversion,-
openai/gpt-5.3-chat,46,9,1,1,5,Extraversion,-
openai/gpt-5.3-chat,46,10,2,2,4,Extraversion,-
openai/gpt-5.3-chat,47,1,4,4,4,Agreeableness,+
openai/gpt-5.3-chat,47,2,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,3,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,4,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,5,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,6,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,7,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,8,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,9,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,47,10,5,5,5,Agreeableness,+
openai/gpt-5.3-chat,48,1,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,2,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,3,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,4,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,5,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,6,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,7,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,8,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,9,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,48,10,5,5,5,Conscientiousness,+
openai/gpt-5.3-chat,49,1,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,2,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,3,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,4,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,5,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,6,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,7,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,8,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,9,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,49,10,1,1,5,Emotional Stability,-
openai/gpt-5.3-chat,50,1,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,2,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,3,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,4,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,5,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,6,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,7,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,8,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,9,5,5,5,Intellect/Openness,+
openai/gpt-5.3-chat,50,10,5,5,5,Intellect/Openness,+
