model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
qwen/qwen3.5-397b-a17b,38,2,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,3,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,4,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,5,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,6,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,7,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,8,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,9,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,38,10,1,1,5,Conscientiousness,-
qwen/qwen3.5-397b-a17b,39,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,39,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,40,1,2,2,2,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,2,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,3,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,4,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,5,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,6,2,2,2,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,7,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,8,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,9,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,40,10,3,3,3,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,41,1,4,4,4,Extraversion,+
qwen/qwen3.5-397b-a17b,41,2,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,3,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,4,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,5,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,6,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,7,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,8,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,9,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,41,10,3,3,3,Extraversion,+
qwen/qwen3.5-397b-a17b,42,1,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,2,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,3,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,4,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,5,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,6,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,7,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,8,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,9,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,42,10,1,1,1,Agreeableness,+
qwen/qwen3.5-397b-a17b,43,1,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,2,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,3,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,4,3,3,3,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,5,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,6,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,7,3,3,3,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,8,3,3,3,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,9,3,3,3,Conscientiousness,+
qwen/qwen3.5-397b-a17b,43,10,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,44,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,44,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,45,1,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,2,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,3,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,4,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,5,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,6,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,7,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,8,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,9,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,45,10,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,46,1,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,46,2,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,46,3,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,46,4,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,46,5,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,46,6,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,46,7,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,46,8,3,3,3,Extraversion,-
qwen/qwen3.5-397b-a17b,46,9,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,46,10,4,4,2,Extraversion,-
qwen/qwen3.5-397b-a17b,47,1,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,2,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,3,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,4,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,5,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,6,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,7,5,5,5,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,8,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,9,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,47,10,4,4,4,Agreeableness,+
qwen/qwen3.5-397b-a17b,48,1,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,2,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,3,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,4,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,5,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,6,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,7,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,8,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,9,5,5,5,Conscientiousness,+
qwen/qwen3.5-397b-a17b,48,10,4,4,4,Conscientiousness,+
qwen/qwen3.5-397b-a17b,49,1,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,2,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,3,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,4,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,5,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,6,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,7,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,8,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,9,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,49,10,1,1,5,Emotional Stability,-
qwen/qwen3.5-397b-a17b,50,1,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,2,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,3,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,4,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,5,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,6,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,7,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,8,5,5,5,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,9,4,4,4,Intellect/Openness,+
qwen/qwen3.5-397b-a17b,50,10,5,5,5,Intellect/Openness,+
