model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
google/gemini-3.1-pro-preview,40,2,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,3,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,4,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,5,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,6,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,7,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,8,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,9,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,40,10,4,4,4,Intellect/Openness,+
google/gemini-3.1-pro-preview,41,1,4,4,4,Extraversion,+
google/gemini-3.1-pro-preview,41,2,3,3,3,Extraversion,+
google/gemini-3.1-pro-preview,41,3,3,3,3,Extraversion,+
google/gemini-3.1-pro-preview,41,4,3,3,3,Extraversion,+
google/gemini-3.1-pro-preview,41,5,3,3,3,Extraversion,+
google/gemini-3.1-pro-preview,41,6,4,4,4,Extraversion,+
google/gemini-3.1-pro-preview,41,7,3,3,3,Extraversion,+
google/gemini-3.1-pro-preview,41,8,4,4,4,Extraversion,+
google/gemini-3.1-pro-preview,41,9,4,4,4,Extraversion,+
google/gemini-3.1-pro-preview,41,10,4,4,4,Extraversion,+
google/gemini-3.1-pro-preview,42,1,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,42,2,4,4,4,Agreeableness,+
google/gemini-3.1-pro-preview,42,3,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,42,4,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,42,5,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,42,6,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,42,7,4,4,4,Agreeableness,+
google/gemini-3.1-pro-preview,42,8,4,4,4,Agreeableness,+
google/gemini-3.1-pro-preview,42,9,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,42,10,4,4,4,Agreeableness,+
google/gemini-3.1-pro-preview,43,1,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,2,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,3,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,4,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,5,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,6,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,7,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,8,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,9,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,43,10,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,44,1,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,2,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,3,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,4,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,5,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,6,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,7,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,8,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,9,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,44,10,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,45,1,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,2,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,3,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,4,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,5,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,6,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,7,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,8,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,9,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,45,10,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,46,1,1,1,5,Extraversion,-
google/gemini-3.1-pro-preview,46,2,1,1,5,Extraversion,-
google/gemini-3.1-pro-preview,46,3,3,3,3,Extraversion,-
google/gemini-3.1-pro-preview,46,4,3,3,3,Extraversion,-
google/gemini-3.1-pro-preview,46,5,4,4,2,Extraversion,-
google/gemini-3.1-pro-preview,46,6,2,2,4,Extraversion,-
google/gemini-3.1-pro-preview,46,7,3,3,3,Extraversion,-
google/gemini-3.1-pro-preview,46,8,3,3,3,Extraversion,-
google/gemini-3.1-pro-preview,46,9,4,4,2,Extraversion,-
google/gemini-3.1-pro-preview,46,10,4,4,2,Extraversion,-
google/gemini-3.1-pro-preview,47,1,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,2,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,3,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,4,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,5,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,6,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,7,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,8,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,9,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,47,10,5,5,5,Agreeableness,+
google/gemini-3.1-pro-preview,48,1,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,2,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,3,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,4,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,5,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,6,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,7,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,8,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,9,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,48,10,5,5,5,Conscientiousness,+
google/gemini-3.1-pro-preview,49,1,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,2,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,3,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,4,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,5,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,6,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,7,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,8,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,9,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,49,10,1,1,5,Emotional Stability,-
google/gemini-3.1-pro-preview,50,1,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,2,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,3,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,4,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,5,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,6,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,7,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,8,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,9,5,5,5,Intellect/Openness,+
google/gemini-3.1-pro-preview,50,10,5,5,5,Intellect/Openness,+
