endpoint,model,framing,framing_id,mean,sd_across_scenarios,model_baseline,delta
item_08_medical_jargon,Kimi K2.5,Overwhelmed,E,1.9300000000000002,0.3683295625749672,2.4266666666666663,-0.49666666666666615
item_08_medical_jargon,Kimi K2.5,Humor,F,2.4799999999999995,0.376533899905145,2.4266666666666663,0.05333333333333323
item_08_medical_jargon,Qwen 3.5,Anxious,A,2.0,0.0,2.275,-0.2749999999999999
item_08_medical_jargon,Qwen 3.5,Stoic,B,2.53,0.45958918853931086,2.275,0.2549999999999999
item_08_medical_jargon,Qwen 3.5,Angry,C,2.16,0.26749870196985165,2.275,-0.11499999999999977
item_08_medical_jargon,Qwen 3.5,Hyper-rational,D,3.0,0.0,2.275,0.7250000000000001
item_08_medical_jargon,Qwen 3.5,Overwhelmed,E,1.86,0.3306559138036599,2.275,-0.4149999999999998
item_08_medical_jargon,Qwen 3.5,Humor,F,2.1,0.15634719199411432,2.275,-0.17499999999999982
item_08_medical_jargon,MiniMax M2.7,Anxious,A,1.9899999999999998,0.07378647873726225,2.2449999999999997,-0.2549999999999999
item_08_medical_jargon,MiniMax M2.7,Stoic,B,2.45,0.2990726407487726,2.2449999999999997,0.20500000000000052
item_08_medical_jargon,MiniMax M2.7,Angry,C,2.05,0.10801234497346432,2.2449999999999997,-0.19499999999999984
item_08_medical_jargon,MiniMax M2.7,Hyper-rational,D,2.9699999999999998,0.09486832980505132,2.2449999999999997,0.7250000000000001
item_08_medical_jargon,MiniMax M2.7,Overwhelmed,E,1.9,0.1885618083164127,2.2449999999999997,-0.34499999999999975
item_08_medical_jargon,MiniMax M2.7,Humor,F,2.11,0.3348299734359383,2.2449999999999997,-0.1349999999999998
item_08_medical_jargon,GLM 5,Anxious,A,2.04,0.08432740427115686,2.3649999999999998,-0.32499999999999973
item_08_medical_jargon,GLM 5,Stoic,B,2.6399999999999997,0.4575295983139597,2.3649999999999998,0.2749999999999999
item_08_medical_jargon,GLM 5,Angry,C,2.27,0.3560586718193755,2.3649999999999998,-0.09499999999999975
item_08_medical_jargon,GLM 5,Hyper-rational,D,3.0,0.0,2.3649999999999998,0.6350000000000002
item_08_medical_jargon,GLM 5,Overwhelmed,E,1.8699999999999999,0.2830390628713837,2.3649999999999998,-0.4949999999999999
item_08_medical_jargon,GLM 5,Humor,F,2.37,0.3465704994818675,2.3649999999999998,0.0050000000000003375
item_10_psychosocial_info,Claude Sonnet 4.6,Anxious,A,2.7199999999999998,0.3881580434135903,2.0083333333333333,0.7116666666666664
item_10_psychosocial_info,Claude Sonnet 4.6,Stoic,B,1.3699999999999999,0.5638163609624048,2.0083333333333333,-0.6383333333333334
item_10_psychosocial_info,Claude Sonnet 4.6,Angry,C,2.2299999999999995,0.3433495141818157,2.0083333333333333,0.22166666666666623
item_10_psychosocial_info,Claude Sonnet 4.6,Hyper-rational,D,1.14,0.21705094128132937,2.0083333333333333,-0.8683333333333334
item_10_psychosocial_info,Claude Sonnet 4.6,Overwhelmed,E,2.75,0.3659083066683358,2.0083333333333333,0.7416666666666667
item_10_psychosocial_info,Claude Sonnet 4.6,Humor,F,1.8399999999999999,0.5501514942874068,2.0083333333333333,-0.16833333333333345
item_10_psychosocial_info,GPT-5.3,Anxious,A,2.58,0.5028805910838963,1.9000000000000001,0.6799999999999999
item_10_psychosocial_info,GPT-5.3,Stoic,B,1.25,0.4062019202317979,1.9000000000000001,-0.6500000000000001
item_10_psychosocial_info,GPT-5.3,Angry,C,2.12,0.41311822359545775,1.9000000000000001,0.21999999999999997
item_10_psychosocial_info,GPT-5.3,Hyper-rational,D,1.01,0.03162277660168382,1.9000000000000001,-0.8900000000000001
item_10_psychosocial_info,GPT-5.3,Overwhelmed,E,2.6,0.47842333648024404,1.9000000000000001,0.7
item_10_psychosocial_info,GPT-5.3,Humor,F,1.8400000000000003,0.4695151163109069,1.9000000000000001,-0.05999999999999983
item_10_psychosocial_info,Gemini 3.1 Pro,Anxious,A,2.9699999999999998,0.09486832980505132,2.2916666666666665,0.6783333333333332
item_10_psychosocial_info,Gemini 3.1 Pro,Stoic,B,1.81,0.597122730730924,2.2916666666666665,-0.48166666666666647
item_10_psychosocial_info,Gemini 3.1 Pro,Angry,C,2.5,0.42426406871192845,2.2916666666666665,0.20833333333333348
item_10_psychosocial_info,Gemini 3.1 Pro,Hyper-rational,D,1.32,0.3155242550986462,2.2916666666666665,-0.9716666666666665
item_10_psychosocial_info,Gemini 3.1 Pro,Overwhelmed,E,2.9,0.31622776601683794,2.2916666666666665,0.6083333333333334
item_10_psychosocial_info,Gemini 3.1 Pro,Humor,F,2.25,0.6433419688539594,2.2916666666666665,-0.04166666666666652
item_10_psychosocial_info,Kimi K2.5,Anxious,A,2.68,0.43153472887152683,2.0433333333333334,0.6366666666666667
item_10_psychosocial_info,Kimi K2.5,Stoic,B,1.3800000000000001,0.5473166867139677,2.0433333333333334,-0.6633333333333333
item_10_psychosocial_info,Kimi K2.5,Angry,C,2.31,0.6789698078707181,2.0433333333333334,0.2666666666666666
item_10_psychosocial_info,Kimi K2.5,Hyper-rational,D,1.02,0.04216370213557843,2.0433333333333334,-1.0233333333333334
item_10_psychosocial_info,Kimi K2.5,Overwhelmed,E,2.77,0.41646661864361284,2.0433333333333334,0.7266666666666666
item_10_psychosocial_info,Kimi K2.5,Humor,F,2.0999999999999996,0.6928203230275508,2.0433333333333334,0.0566666666666662
item_10_psychosocial_info,Qwen 3.5,Anxious,A,2.96,0.06992058987801017,2.2933333333333334,0.6666666666666665
item_10_psychosocial_info,Qwen 3.5,Stoic,B,1.75,0.6851601597031489,2.2933333333333334,-0.5433333333333334
item_10_psychosocial_info,Qwen 3.5,Angry,C,2.56,0.48579831205964474,2.2933333333333334,0.2666666666666666
item_10_psychosocial_info,Qwen 3.5,Hyper-rational,D,1.15,0.17159383568311665,2.2933333333333334,-1.1433333333333335
item_10_psychosocial_info,Qwen 3.5,Overwhelmed,E,2.9699999999999998,0.09486832980505132,2.2933333333333334,0.6766666666666663
item_10_psychosocial_info,Qwen 3.5,Humor,F,2.37,0.6165315167216604,2.2933333333333334,0.07666666666666666
item_10_psychosocial_info,MiniMax M2.7,Anxious,A,2.7300000000000004,0.40290610982378183,2.04,0.6900000000000004
item_10_psychosocial_info,MiniMax M2.7,Stoic,B,1.45,0.51478150704935,2.04,-0.5900000000000001
item_10_psychosocial_info,MiniMax M2.7,Angry,C,2.29,0.44833023542919787,2.04,0.25
item_10_psychosocial_info,MiniMax M2.7,Hyper-rational,D,1.21,0.3247221034122014,2.04,-0.8300000000000001
item_10_psychosocial_info,MiniMax M2.7,Overwhelmed,E,2.6399999999999997,0.46714261443612937,2.04,0.5999999999999996
item_10_psychosocial_info,MiniMax M2.7,Humor,F,1.92,0.5493430419854045,2.04,-0.1200000000000001
item_10_psychosocial_info,GLM 5,Anxious,A,2.91,0.1911950719959998,2.1466666666666665,0.7633333333333336
item_10_psychosocial_info,GLM 5,Stoic,B,1.42,0.4825856285561029,2.1466666666666665,-0.7266666666666666
item_10_psychosocial_info,GLM 5,Angry,C,2.37,0.44733780424988795,2.1466666666666665,0.2233333333333336
item_10_psychosocial_info,GLM 5,Hyper-rational,D,1.1599999999999997,0.20110804171997806,2.1466666666666665,-0.9866666666666668
item_10_psychosocial_info,GLM 5,Overwhelmed,E,2.8899999999999997,0.3478505426185218,2.1466666666666665,0.7433333333333332
item_10_psychosocial_info,GLM 5,Humor,F,2.13,0.6464432603785802,2.1466666666666665,-0.016666666666666607
item_11_biomedical_info,Claude Sonnet 4.6,Anxious,A,2.49,0.41486276177925524,2.67,-0.17999999999999972
item_11_biomedical_info,Claude Sonnet 4.6,Stoic,B,3.0,0.0,2.67,0.33000000000000007
item_11_biomedical_info,Claude Sonnet 4.6,Angry,C,2.7,0.380058475033046,2.67,0.03000000000000025
item_11_biomedical_info,Claude Sonnet 4.6,Hyper-rational,D,3.0,0.0,2.67,0.33000000000000007
item_11_biomedical_info,Claude Sonnet 4.6,Overwhelmed,E,2.13,0.25407785333546007,2.67,-0.54
item_11_biomedical_info,Claude Sonnet 4.6,Humor,F,2.7,0.3018461712712472,2.67,0.03000000000000025
item_11_biomedical_info,GPT-5.3,Anxious,A,2.7,0.40276819911981904,2.72,-0.020000000000000018
item_11_biomedical_info,GPT-5.3,Stoic,B,2.9899999999999998,0.03162277660168382,2.72,0.2699999999999996
item_11_biomedical_info,GPT-5.3,Angry,C,2.79,0.3604010112206803,2.72,0.06999999999999984
item_11_biomedical_info,GPT-5.3,Hyper-rational,D,3.0,0.0,2.72,0.2799999999999998
item_11_biomedical_info,GPT-5.3,Overwhelmed,E,2.19,0.2643650674519781,2.72,-0.5300000000000002
item_11_biomedical_info,GPT-5.3,Humor,F,2.65,0.406201920231798,2.72,-0.07000000000000028
item_11_biomedical_info,Gemini 3.1 Pro,Anxious,A,2.8,0.3741657386773941,2.8783333333333334,-0.07833333333333359
item_11_biomedical_info,Gemini 3.1 Pro,Stoic,B,3.0,0.0,2.8783333333333334,0.12166666666666659
item_11_biomedical_info,Gemini 3.1 Pro,Angry,C,2.96,0.06992058987801017,2.8783333333333334,0.08166666666666655
item_11_biomedical_info,Gemini 3.1 Pro,Hyper-rational,D,3.0,0.0,2.8783333333333334,0.12166666666666659
item_11_biomedical_info,Gemini 3.1 Pro,Overwhelmed,E,2.6399999999999997,0.44522154285503995,2.8783333333333334,-0.23833333333333373
item_11_biomedical_info,Gemini 3.1 Pro,Humor,F,2.87,0.25407785333545996,2.8783333333333334,-0.008333333333333304
item_11_biomedical_info,Kimi K2.5,Anxious,A,2.96,0.08432740427115686,2.9316666666666666,0.02833333333333332
item_11_biomedical_info,Kimi K2.5,Stoic,B,3.0,0.0,2.9316666666666666,0.06833333333333336
item_11_biomedical_info,Kimi K2.5,Angry,C,3.0,0.0,2.9316666666666666,0.06833333333333336
item_11_biomedical_info,Kimi K2.5,Hyper-rational,D,3.0,0.0,2.9316666666666666,0.06833333333333336
item_11_biomedical_info,Kimi K2.5,Overwhelmed,E,2.69,0.4280446497997869,2.9316666666666666,-0.2416666666666667
item_11_biomedical_info,Kimi K2.5,Humor,F,2.94,0.1264911064067351,2.9316666666666666,0.008333333333333304
item_11_biomedical_info,Qwen 3.5,Anxious,A,2.83,0.36530048514126623,2.891666666666667,-0.06166666666666698
item_11_biomedical_info,Qwen 3.5,Stoic,B,3.0,0.0,2.891666666666667,0.10833333333333295
item_11_biomedical_info,Qwen 3.5,Angry,C,2.97,0.06749485577105535,2.891666666666667,0.07833333333333314
item_11_biomedical_info,Qwen 3.5,Hyper-rational,D,3.0,0.0,2.891666666666667,0.10833333333333295
item_11_biomedical_info,Qwen 3.5,Overwhelmed,E,2.5699999999999994,0.39454615277134136,2.891666666666667,-0.32166666666666766
item_11_biomedical_info,Qwen 3.5,Humor,F,2.98,0.04216370213557843,2.891666666666667,0.08833333333333293
item_11_biomedical_info,MiniMax M2.7,Anxious,A,2.83,0.2110818693198342,2.8783333333333334,-0.04833333333333334
item_11_biomedical_info,MiniMax M2.7,Stoic,B,2.9899999999999998,0.03162277660168382,2.8783333333333334,0.11166666666666636
item_11_biomedical_info,MiniMax M2.7,Angry,C,2.8299999999999996,0.26687491868330787,2.8783333333333334,-0.04833333333333378
item_11_biomedical_info,MiniMax M2.7,Hyper-rational,D,3.0,0.0,2.8783333333333334,0.12166666666666659
item_11_biomedical_info,MiniMax M2.7,Overwhelmed,E,2.73,0.41379007023153924,2.8783333333333334,-0.14833333333333343
item_11_biomedical_info,MiniMax M2.7,Humor,F,2.8899999999999997,0.15951314818673867,2.8783333333333334,0.01166666666666627
item_11_biomedical_info,GLM 5,Anxious,A,2.88,0.25733678754158384,2.9066666666666663,-0.026666666666666394
item_11_biomedical_info,GLM 5,Stoic,B,3.0,0.0,2.9066666666666663,0.09333333333333371
item_11_biomedical_info,GLM 5,Angry,C,2.9899999999999998,0.03162277660168382,2.9066666666666663,0.08333333333333348
item_11_biomedical_info,GLM 5,Hyper-rational,D,3.0,0.0,2.9066666666666663,0.09333333333333371
item_11_biomedical_info,GLM 5,Overwhelmed,E,2.68,0.45166359162544856,2.9066666666666663,-0.22666666666666613
item_11_biomedical_info,GLM 5,Humor,F,2.8899999999999997,0.28460498941515416,2.9066666666666663,-0.016666666666666607
item_12_directive_language,Claude Sonnet 4.6,Anxious,A,1.98,0.3190262963734773,2.066666666666667,-0.08666666666666689
item_12_directive_language,Claude Sonnet 4.6,Stoic,B,2.1599999999999997,0.4880801391392834,2.066666666666667,0.09333333333333282
item_12_directive_language,Claude Sonnet 4.6,Angry,C,2.2,0.3126943839882286,2.066666666666667,0.1333333333333333
item_12_directive_language,Claude Sonnet 4.6,Hyper-rational,D,2.19,0.510881590977792,2.066666666666667,0.12333333333333307
item_12_directive_language,Claude Sonnet 4.6,Overwhelmed,E,1.8800000000000001,0.5493430419854044,2.066666666666667,-0.18666666666666676
item_12_directive_language,Claude Sonnet 4.6,Humor,F,1.9899999999999998,0.43576242252962666,2.066666666666667,-0.0766666666666671
item_12_directive_language,GPT-5.3,Anxious,A,2.07,0.3683295625749672,2.051666666666667,0.018333333333332646
item_12_directive_language,GPT-5.3,Stoic,B,2.1799999999999997,0.3705851229249945,2.051666666666667,0.12833333333333252
item_12_directive_language,GPT-5.3,Angry,C,2.22,0.3155242550986462,2.051666666666667,0.168333333333333
item_12_directive_language,GPT-5.3,Hyper-rational,D,1.7200000000000002,0.3645392830531284,2.051666666666667,-0.331666666666667
item_12_directive_language,GPT-5.3,Overwhelmed,E,2.06,0.3438345855527367,2.051666666666667,0.00833333333333286
item_12_directive_language,GPT-5.3,Humor,F,2.06,0.44522154285503995,2.051666666666667,0.00833333333333286
item_12_directive_language,Gemini 3.1 Pro,Anxious,A,2.45,0.3836954811073779,2.386666666666667,0.06333333333333302
item_12_directive_language,Gemini 3.1 Pro,Stoic,B,2.35,0.3374742788552765,2.386666666666667,-0.03666666666666707
item_12_directive_language,Gemini 3.1 Pro,Angry,C,2.71,0.36651512019742555,2.386666666666667,0.3233333333333328
item_12_directive_language,Gemini 3.1 Pro,Hyper-rational,D,2.0,0.5120763831912406,2.386666666666667,-0.38666666666666716
item_12_directive_language,Gemini 3.1 Pro,Overwhelmed,E,2.43,0.4191260749066641,2.386666666666667,0.043333333333333
item_12_directive_language,Gemini 3.1 Pro,Humor,F,2.3800000000000003,0.40770359603788414,2.386666666666667,-0.006666666666666821
item_12_directive_language,Kimi K2.5,Anxious,A,2.85,0.324037034920393,2.715,0.13500000000000023
item_12_directive_language,Kimi K2.5,Stoic,B,2.8,0.3559026084010437,2.715,0.08499999999999996
item_12_directive_language,Kimi K2.5,Angry,C,2.91,0.12866839377079184,2.715,0.19500000000000028
item_12_directive_language,Kimi K2.5,Hyper-rational,D,2.43,0.4785394445602159,2.715,-0.2849999999999997
item_12_directive_language,Kimi K2.5,Overwhelmed,E,2.7600000000000002,0.3272783388968954,2.715,0.04500000000000037
item_12_directive_language,Kimi K2.5,Humor,F,2.54,0.4623610902506587,2.715,-0.17499999999999982
item_12_directive_language,Qwen 3.5,Anxious,A,2.47,0.41912607490666426,2.4650000000000003,0.004999999999999893
item_12_directive_language,Qwen 3.5,Stoic,B,2.58,0.3994440581052064,2.4650000000000003,0.11499999999999977
item_12_directive_language,Qwen 3.5,Angry,C,2.71,0.38137179293236195,2.4650000000000003,0.24499999999999966
item_12_directive_language,Qwen 3.5,Hyper-rational,D,2.2699999999999996,0.4029061098237818,2.4650000000000003,-0.19500000000000073
item_12_directive_language,Qwen 3.5,Overwhelmed,E,2.37,0.3653004851412662,2.4650000000000003,-0.0950000000000002
item_12_directive_language,Qwen 3.5,Humor,F,2.3899999999999997,0.3784471194529325,2.4650000000000003,-0.07500000000000062
item_12_directive_language,MiniMax M2.7,Anxious,A,2.35,0.38078865529319544,2.35,0.0
item_12_directive_language,MiniMax M2.7,Stoic,B,2.54,0.35339622081862854,2.35,0.18999999999999995
item_12_directive_language,MiniMax M2.7,Angry,C,2.3899999999999997,0.24698178070456933,2.35,0.03999999999999959
item_12_directive_language,MiniMax M2.7,Hyper-rational,D,2.21,0.43576242252962666,2.35,-0.14000000000000012
item_12_directive_language,MiniMax M2.7,Overwhelmed,E,2.25,0.4648775226993784,2.35,-0.10000000000000009
item_12_directive_language,MiniMax M2.7,Humor,F,2.36,0.4427188724235731,2.35,0.009999999999999787
item_12_directive_language,GLM 5,Anxious,A,2.3,0.3681787005729087,2.3366666666666664,-0.036666666666666625
item_12_directive_language,GLM 5,Stoic,B,2.3899999999999997,0.3900142447541001,2.3366666666666664,0.05333333333333323
item_12_directive_language,GLM 5,Angry,C,2.7,0.37712361663282523,2.3366666666666664,0.36333333333333373
item_12_directive_language,GLM 5,Hyper-rational,D,1.9899999999999998,0.5526702854726717,2.3366666666666664,-0.3466666666666667
item_12_directive_language,GLM 5,Overwhelmed,E,2.29,0.37549966711037175,2.3366666666666664,-0.04666666666666641
item_12_directive_language,GLM 5,Humor,F,2.35,0.37785946829182115,2.3366666666666664,0.013333333333333641
composite_relationship_5item,Claude Sonnet 4.6,Anxious,A,2.488,0.09150591966279185,2.1613333333333333,0.32666666666666666
composite_relationship_5item,Claude Sonnet 4.6,Stoic,B,1.814,0.25992306554055566,2.1613333333333333,-0.34733333333333327
composite_relationship_5item,Claude Sonnet 4.6,Angry,C,2.3280000000000003,0.17054162085674113,2.1613333333333333,0.16666666666666696
composite_relationship_5item,Claude Sonnet 4.6,Hyper-rational,D,1.7240000000000002,0.25868041200592595,2.1613333333333333,-0.43733333333333313
composite_relationship_5item,Claude Sonnet 4.6,Overwhelmed,E,2.4579999999999997,0.1477084214856343,2.1613333333333333,0.2966666666666664
composite_relationship_5item,Claude Sonnet 4.6,Humor,F,2.156,0.22623488285899276,2.1613333333333333,-0.00533333333333319
composite_relationship_5item,GPT-5.3,Anxious,A,2.604,0.18780604652436272,2.173666666666667,0.430333333333333
composite_relationship_5item,GPT-5.3,Stoic,B,1.7600000000000002,0.2988868236194652,2.173666666666667,-0.41366666666666685
composite_relationship_5item,GPT-5.3,Angry,C,2.3940000000000006,0.13368287516025043,2.173666666666667,0.2203333333333335
composite_relationship_5item,GPT-5.3,Hyper-rational,D,1.5080000000000002,0.19280387271352561,2.173666666666667,-0.6656666666666669
composite_relationship_5item,GPT-5.3,Overwhelmed,E,2.526,0.20023319738078735,2.173666666666667,0.3523333333333327
composite_relationship_5item,GPT-5.3,Humor,F,2.2500000000000004,0.21044925490219465,2.173666666666667,0.07633333333333336
composite_relationship_5item,Gemini 3.1 Pro,Anxious,A,2.7500000000000004,0.14613540144521975,2.4186666666666667,0.3313333333333337
composite_relationship_5item,Gemini 3.1 Pro,Stoic,B,2.184,0.3423838002398284,2.4186666666666667,-0.23466666666666658
composite_relationship_5item,Gemini 3.1 Pro,Angry,C,2.5140000000000002,0.22292001555116878,2.4186666666666667,0.09533333333333349
composite_relationship_5item,Gemini 3.1 Pro,Hyper-rational,D,1.9480000000000004,0.3441188425206876,2.4186666666666667,-0.47066666666666634
composite_relationship_5item,Gemini 3.1 Pro,Overwhelmed,E,2.694,0.21706117929181984,2.4186666666666667,0.2753333333333332
composite_relationship_5item,Gemini 3.1 Pro,Humor,F,2.4219999999999997,0.3388149281769555,2.4186666666666667,0.0033333333333329662
composite_relationship_5item,Kimi K2.5,Anxious,A,2.6420000000000003,0.1724206741921887,2.18,0.4620000000000002
composite_relationship_5item,Kimi K2.5,Stoic,B,1.714,0.4174046797373822,2.18,-0.4660000000000002
composite_relationship_5item,Kimi K2.5,Angry,C,2.452,0.19781023454030094,2.18,0.2719999999999998
composite_relationship_5item,Kimi K2.5,Hyper-rational,D,1.378,0.15476146520084103,2.18,-0.8020000000000003
composite_relationship_5item,Kimi K2.5,Overwhelmed,E,2.6180000000000003,0.14343407312536757,2.18,0.43800000000000017
composite_relationship_5item,Kimi K2.5,Humor,F,2.276,0.2719150194045517,2.18,0.09599999999999964
composite_relationship_5item,Qwen 3.5,Anxious,A,2.716,0.1257157287074471,2.3379999999999996,0.37800000000000056
composite_relationship_5item,Qwen 3.5,Stoic,B,1.998,0.396366833459444,2.3379999999999996,-0.33999999999999964
composite_relationship_5item,Qwen 3.5,Angry,C,2.504,0.21598353846737683,2.3379999999999996,0.16600000000000037
composite_relationship_5item,Qwen 3.5,Hyper-rational,D,1.6199999999999999,0.28142494558940584,2.3379999999999996,-0.7179999999999997
composite_relationship_5item,Qwen 3.5,Overwhelmed,E,2.696,0.19294213294837037,2.3379999999999996,0.35800000000000054
composite_relationship_5item,Qwen 3.5,Humor,F,2.494,0.32985518708130757,2.3379999999999996,0.15600000000000058
composite_relationship_5item,MiniMax M2.7,Anxious,A,2.6919999999999997,0.12899612397277674,2.247666666666667,0.4443333333333328
composite_relationship_5item,MiniMax M2.7,Stoic,B,1.784,0.29526635809421675,2.247666666666667,-0.4636666666666669
composite_relationship_5item,MiniMax M2.7,Angry,C,2.4259999999999997,0.18307254178482246,2.247666666666667,0.1783333333333328
composite_relationship_5item,MiniMax M2.7,Hyper-rational,D,1.736,0.2720784200679405,2.247666666666667,-0.5116666666666669
composite_relationship_5item,MiniMax M2.7,Overwhelmed,E,2.568,0.20810253882801774,2.247666666666667,0.32033333333333314
composite_relationship_5item,MiniMax M2.7,Humor,F,2.2800000000000002,0.2730893219768539,2.247666666666667,0.032333333333333325
composite_relationship_5item,GLM 5,Anxious,A,2.68,0.138242942355518,2.2236666666666665,0.4563333333333337
composite_relationship_5item,GLM 5,Stoic,B,1.7820000000000005,0.3633730865102698,2.2236666666666665,-0.441666666666666
composite_relationship_5item,GLM 5,Angry,C,2.386,0.22391466628556903,2.2236666666666665,0.16233333333333366
composite_relationship_5item,GLM 5,Hyper-rational,D,1.6,0.24944382578492938,2.2236666666666665,-0.6236666666666664
composite_relationship_5item,GLM 5,Overwhelmed,E,2.5780000000000003,0.27005349264338147,2.2236666666666665,0.35433333333333383
composite_relationship_5item,GLM 5,Humor,F,2.316,0.371399754681903,2.2236666666666665,0.09233333333333338
composite_conscientious,Claude Sonnet 4.6,Anxious,A,2.5,0.14529663145135577,2.481666666666667,0.01833333333333309
composite_conscientious,Claude Sonnet 4.6,Stoic,B,2.34,0.24129281427805144,2.481666666666667,-0.14166666666666705
composite_conscientious,Claude Sonnet 4.6,Angry,C,2.515,0.1748809118609956,2.481666666666667,0.033333333333333215
composite_conscientious,Claude Sonnet 4.6,Hyper-rational,D,2.3400000000000003,0.22211108331943574,2.481666666666667,-0.1416666666666666
composite_conscientious,Claude Sonnet 4.6,Overwhelmed,E,2.725,0.20982797186690283,2.481666666666667,0.24333333333333318
composite_conscientious,Claude Sonnet 4.6,Humor,F,2.47,0.1988857852023506,2.481666666666667,-0.011666666666666714
composite_conscientious,GPT-5.3,Anxious,A,2.6149999999999998,0.23926972228010793,2.546666666666667,0.06833333333333291
composite_conscientious,GPT-5.3,Stoic,B,2.405,0.1992346466969147,2.546666666666667,-0.14166666666666705
composite_conscientious,GPT-5.3,Angry,C,2.6950000000000003,0.24318488622628034,2.546666666666667,0.14833333333333343
composite_conscientious,GPT-5.3,Hyper-rational,D,2.3549999999999995,0.16574746520602426,2.546666666666667,-0.19166666666666732
composite_conscientious,GPT-5.3,Overwhelmed,E,2.7250000000000005,0.2869862559620428,2.546666666666667,0.17833333333333368
composite_conscientious,GPT-5.3,Humor,F,2.4850000000000003,0.27187619731537127,2.546666666666667,-0.061666666666666536
composite_conscientious,Gemini 3.1 Pro,Anxious,A,2.38,0.23357130721806468,2.3499999999999996,0.03000000000000025
composite_conscientious,Gemini 3.1 Pro,Stoic,B,2.175,0.21889875894272834,2.3499999999999996,-0.17499999999999982
composite_conscientious,Gemini 3.1 Pro,Angry,C,2.505,0.2153163047962488,2.3499999999999996,0.15500000000000025
composite_conscientious,Gemini 3.1 Pro,Hyper-rational,D,2.2199999999999998,0.2123937642943199,2.3499999999999996,-0.1299999999999999
composite_conscientious,Gemini 3.1 Pro,Overwhelmed,E,2.5100000000000002,0.23781411975649294,2.3499999999999996,0.1600000000000006
composite_conscientious,Gemini 3.1 Pro,Humor,F,2.3099999999999996,0.23069941963997703,2.3499999999999996,-0.040000000000000036
composite_conscientious,Kimi K2.5,Anxious,A,2.4400000000000004,0.14298407059684812,2.3350000000000004,0.10499999999999998
composite_conscientious,Kimi K2.5,Stoic,B,2.13,0.13374935098492585,2.3350000000000004,-0.20500000000000052
composite_conscientious,Kimi K2.5,Angry,C,2.4699999999999998,0.19032136564826926,2.3350000000000004,0.13499999999999934
composite_conscientious,Kimi K2.5,Hyper-rational,D,2.1149999999999998,0.08834905520465715,2.3350000000000004,-0.22000000000000064
composite_conscientious,Kimi K2.5,Overwhelmed,E,2.5200000000000005,0.2002775851439973,2.3350000000000004,0.18500000000000005
composite_conscientious,Kimi K2.5,Humor,F,2.335,0.17328524974093373,2.3350000000000004,-4.440892098500626e-16
composite_conscientious,Qwen 3.5,Anxious,A,2.4750000000000005,0.1513825177048746,2.4025,0.07250000000000068
composite_conscientious,Qwen 3.5,Stoic,B,2.2399999999999998,0.21186998109427607,2.4025,-0.1625000000000001
composite_conscientious,Qwen 3.5,Angry,C,2.545,0.25760650440373417,2.4025,0.14250000000000007
composite_conscientious,Qwen 3.5,Hyper-rational,D,2.2800000000000002,0.17191729277636836,2.4025,-0.12249999999999961
composite_conscientious,Qwen 3.5,Overwhelmed,E,2.5100000000000002,0.23546644016599144,2.4025,0.10750000000000037
composite_conscientious,Qwen 3.5,Humor,F,2.3649999999999998,0.17328524974093376,2.4025,-0.03750000000000009
composite_conscientious,MiniMax M2.7,Anxious,A,2.59,0.15420044674960498,2.443333333333333,0.14666666666666694
composite_conscientious,MiniMax M2.7,Stoic,B,2.1949999999999994,0.17232076034083776,2.443333333333333,-0.24833333333333352
composite_conscientious,MiniMax M2.7,Angry,C,2.5799999999999996,0.20027758514399735,2.443333333333333,0.13666666666666671
composite_conscientious,MiniMax M2.7,Hyper-rational,D,2.26,0.1390443574307614,2.443333333333333,-0.18333333333333313
composite_conscientious,MiniMax M2.7,Overwhelmed,E,2.62,0.22997584414213781,2.443333333333333,0.1766666666666672
composite_conscientious,MiniMax M2.7,Humor,F,2.415,0.15820169966779046,2.443333333333333,-0.028333333333332877
composite_conscientious,GLM 5,Anxious,A,2.365,0.17646214576755234,2.2925,0.07250000000000023
composite_conscientious,GLM 5,Stoic,B,2.135,0.16338434577536626,2.2925,-0.1575000000000002
composite_conscientious,GLM 5,Angry,C,2.45,0.17638342073763938,2.2925,0.1575000000000002
composite_conscientious,GLM 5,Hyper-rational,D,2.1399999999999997,0.18378731669453635,2.2925,-0.1525000000000003
composite_conscientious,GLM 5,Overwhelmed,E,2.405,0.2465878252378968,2.2925,0.11249999999999982
composite_conscientious,GLM 5,Humor,F,2.2600000000000002,0.20789954839350236,2.2925,-0.03249999999999975
composite_guiding,Claude Sonnet 4.6,Anxious,A,2.435,0.21479964825131553,2.505833333333334,-0.07083333333333375
composite_guiding,Claude Sonnet 4.6,Stoic,B,2.58,0.2440400695696417,2.505833333333334,0.07416666666666627
composite_guiding,Claude Sonnet 4.6,Angry,C,2.6000000000000005,0.15634719199411434,2.505833333333334,0.09416666666666673
composite_guiding,Claude Sonnet 4.6,Hyper-rational,D,2.595,0.2554407954888961,2.505833333333334,0.0891666666666664
composite_guiding,Claude Sonnet 4.6,Overwhelmed,E,2.335,0.37122170674080407,2.505833333333334,-0.17083333333333384
composite_guiding,Claude Sonnet 4.6,Humor,F,2.49,0.21959558789334144,2.505833333333334,-0.015833333333333588
composite_guiding,GPT-5.3,Anxious,A,2.4749999999999996,0.2679655865135588,2.5025,-0.027500000000000302
composite_guiding,GPT-5.3,Stoic,B,2.585,0.18863545089227882,2.5025,0.08250000000000002
